Row ID;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Customer Name;Segment;Postal Code;City;State;Country;Region;Market;Product ID;Category;Sub-Category;Product Name;Sales;Quantity;Discount;Profit;Shipping Cost;Order Priority;Month;Year;Fiscal year
6520;MX-2015-JF1541551-42263;Çarşamba, Eylül 16, 2015;Çarşamba, Eylül 23, 2015;Standard Class;JF-1541551;Jennifer Ferguson;Consumer;;Quetzaltenango;Quezaltenango;Guatemala;Central America;LATAM;TEC-PH-5266;Technology;Phones;Motorola Signal Booster, with Caller ID;95,42;1;0;35,3;10,96;Low;September;2015;2021
46286;BO-2015-JF549013-42255;Salı, Eylül 08, 2015;Salı, Eylül 15, 2015;Standard Class;JF-549013;Jeremy Farry;Consumer;;Homyel';Homyel';Belarus;Eastern Europe;Europe;TEC-CO-4773;Technology;Copiers;HP Fax Machine, Color;301,38;1;0;0;47,78;Low;September;2015;2021
11285;ES-2015-SC2077064-42266;Cumartesi, Eylül 19, 2015;Cuma, Eylül 25, 2015;Standard Class;SC-2077064;Stewart Carmichael;Corporate;;Vicenza;Veneto;Italy;Southern Europe;Europe;TEC-CO-4785;Technology;Copiers;HP Personal Copier, Digital;371,79;3;0;59,4;41,15;Low;September;2015;2021
12244;ES-2015-KB1658548-42276;Salı, Eylül 29, 2015;Salı, Ekim 06, 2015;Standard Class;KB-1658548;Ken Black;Corporate;;Munich;Bavaria;Germany;Western Europe;Europe;TEC-CO-5999;Technology;Copiers;Sharp Fax Machine, High-Speed;881,55;3;0;185,04;87,58;Low;September;2015;2021
5105;MX-2015-MD1735082-42276;Salı, Eylül 29, 2015;Pazartesi, Ekim 05, 2015;Standard Class;MD-1735082;Maribeth Dona;Consumer;;Mexico City;Distrito Federal;Mexico;Central America;LATAM;TEC-PH-5355;Technology;Phones;Nokia Smart Phone, Full Size;1274,7;3;0;293,16;88,45;Low;September;2015;2021
7474;MX-2015-EM1414051-42264;Perşembe, Eylül 17, 2015;Çarşamba, Eylül 23, 2015;Standard Class;EM-1414051;Eugene Moren;Home Office;;Mixco;Guatemala;Guatemala;Central America;LATAM;FUR-BO-3906;Furniture;Bookcases;Dania Stackable Bookrack, Pine;409,8;5;0;73,7;42,916;Low;September;2015;2021
12242;ES-2015-KB1658548-42276;Salı, Eylül 29, 2015;Salı, Ekim 06, 2015;Standard Class;KB-1658548;Ken Black;Corporate;;Munich;Bavaria;Germany;Western Europe;Europe;TEC-MA-4207;Technology;Machines;Epson Printer, White;2088,24;8;0;83,52;210,59;Low;September;2015;2021
47017;PL-2015-MH7455103-42277;Çarşamba, Eylül 30, 2015;Cuma, Ekim 02, 2015;First Class;MH-7455103;Mark Hamilton;Consumer;;Rybnik;Silesia;Poland;Eastern Europe;Europe;FUR-TA-3422;Furniture;Tables;Bevis Conference Table, with Bottom Storage;923,76;1;0;249,39;72,12;High;September;2015;2021
2682;MX-2015-JE1574531-42255;Salı, Eylül 08, 2015;Cumartesi, Eylül 12, 2015;Second Class;JE-1574531;Joel Eaton;Consumer;;Camagüey;Camagüey;Cuba;Caribbean;LATAM;FUR-TA-3357;Furniture;Tables;Barricks Wood Table, Fully Assembled;2419,2;7;0;411,18;205,167;High;September;2015;2021
12450;ES-2015-MS17770139-42275;Pazartesi, Eylül 28, 2015;Perşembe, Ekim 01, 2015;First Class;MS-17770139;Maxwell Schwartz;Consumer;;Burnley;England;United Kingdom;Northern Europe;Europe;FUR-BO-4845;Furniture;Bookcases;Ikea 3-Shelf Cabinet, Mobile;869,76;6;0;208,62;68,02;High;September;2015;2021
7061;MX-2015-PK1891093-42256;Çarşamba, Eylül 09, 2015;Cumartesi, Eylül 12, 2015;First Class;PK-1891093;Paul Knutson;Home Office;;Managua;Managua;Nicaragua;Central America;LATAM;FUR-BO-5746;Furniture;Bookcases;Safco 3-Shelf Cabinet, Mobile;685,44;6;0;280,92;97,63;Medium;September;2015;2021
26131;IN-2015-GM1445558-42273;Cumartesi, Eylül 26, 2015;Çarşamba, Eylül 30, 2015;Second Class;GM-1445558;Gary Mitchum;Home Office;;Ranchi;Jharkhand;India;Southern Asia;Asia Pacific;FUR-BO-3630;Furniture;Bookcases;Bush Corner Shelving, Pine;877,38;7;0;394,8;116,78;Medium;September;2015;2021
8610;MX-2015-TB2135518-42270;Çarşamba, Eylül 23, 2015;Cuma, Eylül 25, 2015;First Class;TB-2135518;Todd Boyes;Corporate;;Patrocínio;Minas Gerais;Brazil;South America;LATAM;FUR-BO-5798;Furniture;Bookcases;Safco Stackable Bookrack, Pine;601,32;6;0;246,48;145,065;High;September;2015;2021
25799;IN-2015-VG2180558-42273;Cumartesi, Eylül 26, 2015;Pazartesi, Eylül 28, 2015;Second Class;VG-2180558;Vivek Grady;Corporate;;Thiruvananthapuram;Kerala;India;Southern Asia;Asia Pacific;FUR-BO-3889;Furniture;Bookcases;Dania Classic Bookcase, Metal;2871,54;7;0;57,33;227,14;Medium;September;2015;2021
16213;ES-2015-ME1732064-42253;Pazar, Eylül 06, 2015;Pazar, Eylül 06, 2015;Same Day;ME-1732064;Maria Etezadi;Home Office;;Trento;Trentino-Alto Adige;Italy;Southern Europe;Europe;FUR-BO-5951;Furniture;Bookcases;Sauder Classic Bookcase, Traditional;1307,97;3;0;536,22;236,79;High;September;2015;2021
2399;MX-2015-CS1246093-42259;Cumartesi, Eylül 12, 2015;Pazartesi, Eylül 14, 2015;First Class;CS-1246093;Chuck Sachs;Consumer;;Managua;Managua;Nicaragua;Central America;LATAM;FUR-BO-5940;Furniture;Bookcases;Sauder 3-Shelf Cabinet, Metal;664,56;6;0;6,6;281,743;Critical;September;2015;2021
12449;ES-2015-MS17770139-42275;Pazartesi, Eylül 28, 2015;Perşembe, Ekim 01, 2015;First Class;MS-17770139;Maxwell Schwartz;Consumer;;Burnley;England;United Kingdom;Northern Europe;Europe;FUR-BO-3626;Furniture;Bookcases;Bush Classic Bookcase, Pine;2898,21;7;0;1420,02;393,46;High;September;2015;2021
25795;IN-2015-VG2180558-42273;Cumartesi, Eylül 26, 2015;Pazartesi, Eylül 28, 2015;Second Class;VG-2180558;Vivek Grady;Corporate;;Thiruvananthapuram;Kerala;India;Southern Asia;Asia Pacific;FUR-BO-5951;Furniture;Bookcases;Sauder Classic Bookcase, Traditional;5667,87;13;0;2097,03;658,35;Medium;September;2015;2021
44012;SF-2015-PW9240117-42250;Perşembe, Eylül 03, 2015;Cumartesi, Eylül 05, 2015;Second Class;PW-9240117;Pierre Wener;Consumer;;Durban;Kwazulu-natal;South Africa;Southern Africa;Africa;FUR-BO-5961;Furniture;Bookcases;Sauder Floating Shelf Set, Pine;195,93;1;0;45,06;33,51;High;September;2015;2021
47020;PL-2015-MH7455103-42277;Çarşamba, Eylül 30, 2015;Cuma, Ekim 02, 2015;First Class;MH-7455103;Mark Hamilton;Consumer;;Rybnik;Silesia;Poland;Eastern Europe;Europe;FUR-BO-5971;Furniture;Bookcases;Sauder Stackable Bookrack, Mobile;146,82;1;0;42,57;37,98;High;September;2015;2021
48459;SA-2015-JL5235110-42271;Perşembe, Eylül 24, 2015;Cumartesi, Eylül 26, 2015;Second Class;JL-5235110;Janet Lee;Consumer;;Jeddah;Makkah;Saudi Arabia;Western Asia;Asia Pacific;FUR-BO-3904;Furniture;Bookcases;Dania Library with Doors, Traditional;362,4;1;0;39,84;49,78;High;September;2015;2021
873;MX-2015-OT1873026-42251;Cuma, Eylül 04, 2015;Pazar, Eylül 06, 2015;Second Class;OT-1873026;Olvera Toch;Consumer;;Santiago;Santiago;Chile;South America;LATAM;FUR-BO-5770;Furniture;Bookcases;Safco Corner Shelving, Pine;201,08;2;0;36,16;22,996;Critical;September;2015;2021
20286;ES-2015-JF15565139-42264;Perşembe, Eylül 17, 2015;Pazartesi, Eylül 21, 2015;Second Class;JF-15565139;Jill Fjeld;Consumer;;Preston;England;United Kingdom;Northern Europe;Europe;FUR-BO-5948;Furniture;Bookcases;Sauder Classic Bookcase, Metal;870,9;2;0;130,62;32,32;Medium;September;2015;2021
5474;MX-2015-BG1174039-42251;Cuma, Eylül 04, 2015;Pazartesi, Eylül 07, 2015;First Class;BG-1174039;Bruce Geld;Consumer;;Delgado;San Salvador;El Salvador;Central America;LATAM;FUR-BO-5745;Furniture;Bookcases;Safco 3-Shelf Cabinet, Metal;224,4;2;0;17,92;52,251;High;September;2015;2021
15156;ES-2015-RR1952548-42277;Çarşamba, Eylül 30, 2015;Cuma, Ekim 02, 2015;Second Class;RR-1952548;Rick Reed;Corporate;;Darmstadt;Hesse;Germany;Western Europe;Europe;FUR-FU-6256;Furniture;Furnishings;Tenex Frame, Erganomic;217,2;2;0;71,64;48,94;Critical;September;2015;2021
43844;SF-2015-TT11265117-42275;Pazartesi, Eylül 28, 2015;Perşembe, Ekim 01, 2015;First Class;TT-11265117;Tim Taslimi;Corporate;;Johannesburg;Gauteng;South Africa;Southern Africa;Africa;FUR-FU-3037;Furniture;Furnishings;Advantus Light Bulb, Duo Pack;40,26;2;0;8,04;1,45;Medium;September;2015;2021
30342;IN-2015-SC2057592-42251;Cuma, Eylül 04, 2015;Pazar, Eylül 06, 2015;Second Class;SC-2057592;Sonia Cooley;Consumer;;Wellington;Wellington;New Zealand;Oceania;Asia Pacific;FUR-FU-3066;Furniture;Furnishings;Advantus Stacking Tray, Durable;26,37;1;0;9,75;2,12;Medium;September;2015;2021
50424;MO-2015-BF121586-42252;Cumartesi, Eylül 05, 2015;Pazartesi, Eylül 07, 2015;Second Class;BF-121586;Benjamin Farhat;Home Office;;Kenitra;Gharb-Chrarda-Béni Hssen;Morocco;North Africa;Africa;FUR-FU-3037;Furniture;Furnishings;Advantus Light Bulb, Duo Pack;20,13;1;0;4,02;2,16;High;September;2015;2021
28822;IN-2015-SS2059090-42277;Çarşamba, Eylül 30, 2015;Cuma, Ekim 02, 2015;Second Class;SS-2059090;Sonia Sunley;Consumer;;Kathmandu;Central;Nepal;Southern Asia;Asia Pacific;FUR-FU-4084;Furniture;Furnishings;Eldon Photo Frame, Duo Pack;58,17;1;0;15,69;2,45;Medium;September;2015;2021
47782;SO-2015-SM10005116-42265;Cuma, Eylül 18, 2015;Pazar, Eylül 20, 2015;First Class;SM-10005116;Sally Matthias;Consumer;;Hargeysa;Woqooyi Galbeed;Somalia;Eastern Africa;Africa;FUR-FU-3952;Furniture;Furnishings;Deflect-O Photo Frame, Durable;48,93;1;0;6,84;7,19;High;September;2015;2021
13899;ES-2015-JH1582045-42256;Çarşamba, Eylül 09, 2015;Cuma, Eylül 11, 2015;Second Class;JH-1582045;John Huston;Consumer;;Vitrolles;Provence-Alpes-Côte d'Azur;France;Western Europe;Europe;FUR-FU-5730;Furniture;Furnishings;Rubbermaid Frame, Erganomic;108,51;1;0;40,14;30,56;Critical;September;2015;2021
17831;ES-2015-MT1781548-42276;Salı, Eylül 29, 2015;Çarşamba, Eylül 30, 2015;First Class;MT-1781548;Meg Tillman;Consumer;;Pulheim;North Rhine-Westphalia;Germany;Western Europe;Europe;FUR-FU-3027;Furniture;Furnishings;Advantus Door Stop, Black;135,09;3;0;28,35;9,17;Medium;September;2015;2021
1781;MX-2015-GM1444037-42265;Cuma, Eylül 18, 2015;Cuma, Eylül 18, 2015;Same Day;GM-1444037;Gary McGarr;Consumer;;Quito;Pichincha;Ecuador;South America;LATAM;FUR-FU-4074;Furniture;Furnishings;Eldon Light Bulb, Black;50,4;3;0;14,58;17,61;Critical;September;2015;2021
21721;IN-2015-BE1141027-42249;Çarşamba, Eylül 02, 2015;Çarşamba, Eylül 02, 2015;Same Day;BE-1141027;Bobby Elias;Consumer;;Lianyuan;Hunan;China;Eastern Asia;Asia Pacific;FUR-FU-6258;Furniture;Furnishings;Tenex Light Bulb, Duo Pack;75,96;4;0;6,72;1,45;High;September;2015;2021
42341;SF-2015-DK3225117-42259;Cumartesi, Eylül 12, 2015;Pazar, Eylül 13, 2015;First Class;DK-3225117;Dean Katz;Corporate;;Cape Town;Western Cape;South Africa;Southern Africa;Africa;FUR-FU-4103;Furniture;Furnishings;Eldon Stacking Tray, Durable;228,24;8;0;47,76;18,4;High;September;2015;2021
2801;MX-2015-BB1099018-42276;Salı, Eylül 29, 2015;Cuma, Ekim 02, 2015;Second Class;BB-1099018;Barry Blumstein;Corporate;;Porto Alegre;Rio Grande do Sul;Brazil;South America;LATAM;FUR-FU-3955;Furniture;Furnishings;Deflect-O Stacking Tray, Black;152,1;9;0;53,1;22,455;Critical;September;2015;2021
25453;IN-2015-JL1583527-42258;Cuma, Eylül 11, 2015;Cuma, Eylül 11, 2015;Same Day;JL-1583527;John Lee;Consumer;;Kaiyuan;Liaoning;China;Eastern Asia;Asia Pacific;FUR-FU-6242;Furniture;Furnishings;Tenex Door Stop, Duo Pack;219,75;5;0;35,1;22,74;High;September;2015;2021
22925;IN-2015-BD1177027-42260;Pazar, Eylül 13, 2015;Perşembe, Eylül 17, 2015;Second Class;BD-1177027;Bryan Davis;Consumer;;Hangzhou;Zhejiang;China;Eastern Asia;Asia Pacific;FUR-FU-5736;Furniture;Furnishings;Rubbermaid Photo Frame, Duo Pack;259,05;5;0;124,2;24,27;High;September;2015;2021
50686;MO-2015-LC705086-42249;Çarşamba, Eylül 02, 2015;Perşembe, Eylül 03, 2015;Same Day;LC-705086;Liz Carlisle;Consumer;;Casablanca;Grand Casablanca;Morocco;North Africa;Africa;FUR-FU-5721;Furniture;Furnishings;Rubbermaid Clock, Erganomic;390,24;8;0;195,12;46,45;High;September;2015;2021
27554;IN-2015-HJ1487558-42271;Perşembe, Eylül 24, 2015;Pazar, Eylül 27, 2015;Second Class;HJ-1487558;Heather Jas;Home Office;;Coimbatore;Tamil Nadu;India;Southern Asia;Asia Pacific;FUR-FU-4043;Furniture;Furnishings;Eldon Door Stop, Erganomic;439,02;9;0;105,3;56,01;Critical;September;2015;2021
18736;ES-2015-AR1082545-42270;Çarşamba, Eylül 23, 2015;Cuma, Eylül 25, 2015;First Class;AR-1082545;Anthony Rawles;Corporate;;Rambouillet;Ile-de-France;France;Western Europe;Europe;FUR-FU-3942;Furniture;Furnishings;Deflect-O Frame, Durable;749,49;7;0;307,23;100,47;Medium;September;2015;2021
25037;IN-2015-SC2005027-42270;Çarşamba, Eylül 23, 2015;Cuma, Eylül 25, 2015;Second Class;SC-2005027;Sample Company A;Home Office;;Kaiyuan;Liaoning;China;Eastern Asia;Asia Pacific;FUR-CH-5756;Furniture;Chairs;SAFCO Chairmat, Adjustable;124,62;2;0;19,92;10,59;Medium;September;2015;2021
25454;IN-2015-JL1583527-42258;Cuma, Eylül 11, 2015;Cuma, Eylül 11, 2015;Same Day;JL-1583527;John Lee;Consumer;;Kaiyuan;Liaoning;China;Eastern Asia;Asia Pacific;FUR-CH-5794;Furniture;Chairs;SAFCO Rocking Chair, Black;397,44;3;0;15,84;88,87;High;September;2015;2021
49916;UZ-2015-DK2835142-42262;Salı, Eylül 15, 2015;Cumartesi, Eylül 19, 2015;Second Class;DK-2835142;Damala Kotsonis;Corporate;;Namangan;Namangan;Uzbekistan;Central Asia;Asia Pacific;FUR-CH-5756;Furniture;Chairs;SAFCO Chairmat, Adjustable;62,31;1;0;13,68;5,55;Medium;September;2015;2021
26723;IN-2015-HG1484558-42264;Perşembe, Eylül 17, 2015;Cumartesi, Eylül 19, 2015;Second Class;HG-1484558;Harry Greene;Consumer;;Ajmer;Rajasthan;India;Southern Asia;Asia Pacific;FUR-CH-5367;Furniture;Chairs;Novimex Bag Chairs, Black;87,06;2;0;0,84;15,09;High;September;2015;2021
26722;IN-2015-HG1484558-42264;Perşembe, Eylül 17, 2015;Cumartesi, Eylül 19, 2015;Second Class;HG-1484558;Harry Greene;Consumer;;Ajmer;Rajasthan;India;Southern Asia;Asia Pacific;FUR-CH-5759;Furniture;Chairs;SAFCO Chairmat, Set of Two;310,35;5;0;108,6;40,19;High;September;2015;2021
47096;IR-2015-JC538560-42266;Cumartesi, Eylül 19, 2015;Perşembe, Eylül 24, 2015;Second Class;JC-538560;Jenna Caffey;Consumer;;Kerman;Kerman;Iran;Southern Asia;Asia Pacific;FUR-CH-4656;Furniture;Chairs;Hon Executive Leather Armchair, Red;918,78;2;0;0;112,71;Medium;September;2015;2021
24343;IN-2015-AP1091558-42258;Cuma, Eylül 11, 2015;Cumartesi, Eylül 12, 2015;First Class;AP-1091558;Arthur Prichep;Consumer;;Thane;Maharashtra;India;Southern Asia;Asia Pacific;FUR-CH-5441;Furniture;Chairs;Office Star Executive Leather Armchair, Adjustable;930;2;0;158,1;112,76;Medium;September;2015;2021
23326;IN-2015-RF1984058-42273;Cumartesi, Eylül 26, 2015;Pazartesi, Eylül 28, 2015;First Class;RF-1984058;Roy Französisch;Consumer;;Cuttack;Odisha;India;Southern Asia;Asia Pacific;FUR-CH-5413;Furniture;Chairs;Novimex Swivel Stool, Red;1315,68;8;0;328,8;153,16;High;September;2015;2021
30834;IN-2015-MR175457-42263;Çarşamba, Eylül 16, 2015;Pazar, Eylül 20, 2015;Second Class;MR-175457;Mathew Reese;Home Office;;Wollongong;New South Wales;Australia;Oceania;Asia Pacific;FUR-CH-4656;Furniture;Chairs;Hon Executive Leather Armchair, Red;1837,56;4;0;275,52;240,32;Medium;September;2015;2021
1346;MX-2015-HG1484539-42260;Pazar, Eylül 13, 2015;Cuma, Eylül 18, 2015;Second Class;HG-1484539;Harry Greene;Consumer;;Ilopango;San Salvador;El Salvador;Central America;LATAM;FUR-CH-5802;Furniture;Chairs;SAFCO Steel Folding Chair, Red;114,28;2;0;38,84;13,201;Medium;September;2015;2021
3240;MX-2015-LH1702039-42248;Salı, Eylül 01, 2015;Perşembe, Eylül 03, 2015;Second Class;LH-1702039;Lisa Hazard;Consumer;;Santa Ana;Santa Ana;El Salvador;Central America;LATAM;FUR-CH-5408;Furniture;Chairs;Novimex Steel Folding Chair, Red;219,28;4;0;0;54,571;Critical;September;2015;2021
1344;MX-2015-HG1484539-42260;Pazar, Eylül 13, 2015;Cuma, Eylül 18, 2015;Second Class;HG-1484539;Harry Greene;Consumer;;Ilopango;San Salvador;El Salvador;Central America;LATAM;FUR-CH-4702;Furniture;Chairs;Hon Swivel Stool, Black;1074,8;10;0;290;90,991;Medium;September;2015;2021
282;MX-2015-DH1367539-42260;Pazar, Eylül 13, 2015;Pazar, Eylül 13, 2015;Same Day;DH-1367539;Duane Huffman;Home Office;;Ilopango;San Salvador;El Salvador;Central America;LATAM;FUR-CH-4628;Furniture;Chairs;Hon Bag Chairs, Red;90,3;3;0;3,6;9,522;High;September;2015;2021
6841;MX-2015-KE1642031-42252;Cumartesi, Eylül 05, 2015;Salı, Eylül 08, 2015;Second Class;KE-1642031;Katrina Edelman;Corporate;;Las Tunas;Las Tunas;Cuba;Caribbean;LATAM;FUR-CH-5455;Furniture;Chairs;Office Star Swivel Stool, Black;228,68;2;0;13,72;27,139;Critical;September;2015;2021
4692;MX-2015-VG2180518-42265;Cuma, Eylül 18, 2015;Cuma, Eylül 18, 2015;Same Day;VG-2180518;Vivek Grady;Corporate;;Caucaia;Ceará;Brazil;South America;LATAM;FUR-CH-5805;Furniture;Chairs;SAFCO Swivel Stool, Adjustable;227,24;2;0;6,8;33,762;High;September;2015;2021
44154;CA-2015-YC1189523-42270;Çarşamba, Eylül 23, 2015;Cumartesi, Eylül 26, 2015;First Class;YC-1189523;Yoseph Carroll;Corporate;;Edmonton;Alberta;Canada;Canada;USCA;FUR-CH-4630;Furniture;Chairs;Hon Chairmat, Adjustable;58,02;1;0;13,92;15,29;High;September;2015;2021
46148;EG-2015-CR273038-42266;Cumartesi, Eylül 19, 2015;Pazar, Eylül 20, 2015;First Class;CR-273038;Craig Reiter;Consumer;;Cairo;Al Qahirah;Egypt;North Africa;Africa;FUR-CH-5373;Furniture;Chairs;Novimex Chairmat, Set of Two;117,18;2;0;18,72;1,94;High;September;2015;2021
42958;TZ-2015-MY8295129-42253;Pazar, Eylül 06, 2015;Salı, Eylül 08, 2015;First Class;MY-8295129;Muhammed Yedwab;Corporate;;Dar es Salaam;Dar Es Salaam;Tanzania;Eastern Africa;Africa;FUR-CH-5439;Furniture;Chairs;Office Star Chairmat, Red;65,82;1;0;26,31;12,23;High;September;2015;2021
50425;MO-2015-BF121586-42252;Cumartesi, Eylül 05, 2015;Pazartesi, Eylül 07, 2015;Second Class;BF-121586;Benjamin Farhat;Home Office;;Kenitra;Gharb-Chrarda-Béni Hssen;Morocco;North Africa;Africa;FUR-CH-4681;Furniture;Chairs;Hon Rocking Chair, Adjustable;133,11;1;0;63,87;26,52;High;September;2015;2021
12829;ES-2015-EB141108-42267;Pazar, Eylül 20, 2015;Çarşamba, Eylül 23, 2015;Second Class;EB-141108;Eugene Barchas;Consumer;;Vienna;Vienna;Austria;Western Europe;Europe;FUR-CH-5808;Furniture;Chairs;SAFCO Swivel Stool, Set of Two;680,76;4;0;258,6;74,24;Medium;September;2015;2021
42555;EZ-2015-AG27032-42249;Çarşamba, Eylül 02, 2015;Cuma, Eylül 04, 2015;First Class;AG-27032;Alejandro Grove;Consumer;;Prague;Prague;Czech Republic;Eastern Europe;Europe;FUR-CH-4655;Furniture;Chairs;Hon Executive Leather Armchair, Black;457,14;1;0;169,14;218,96;Critical;September;2015;2021
3692;MX-2015-RF1984082-42259;Cumartesi, Eylül 12, 2015;Pazar, Eylül 13, 2015;Same Day;RF-1984082;Roy Französisch;Consumer;;San Luis Potosí;San Luis Potosí;Mexico;Central America;LATAM;TEC-AC-5874;Technology;Accessories;SanDisk Memory Card, Programmable;227,82;3;0;104,76;2,468;Medium;September;2015;2021
42870;RS-2015-RW9690108-42271;Perşembe, Eylül 24, 2015;Cuma, Eylül 25, 2015;Same Day;RW-9690108;Robert Waldorf;Consumer;;Usol'ye-Sibirskoye;Irkutsk;Russia;Eastern Europe;Europe;TEC-AC-5861;Technology;Accessories;SanDisk Flash Drive, Erganomic;74,7;2;0;1,44;5,15;High;September;2015;2021
6678;MX-2015-SG2060551-42263;Çarşamba, Eylül 16, 2015;Pazar, Eylül 20, 2015;Second Class;SG-2060551;Speros Goranitis;Consumer;;Huehuetenango;Huehuetenango;Guatemala;Central America;LATAM;TEC-AC-5116;Technology;Accessories;Logitech Keyboard, Erganomic;140,52;3;0;2,76;5,728;Medium;September;2015;2021
4438;MX-2015-NR1855082-42273;Cumartesi, Eylül 26, 2015;Çarşamba, Eylül 30, 2015;Second Class;NR-1855082;Nick Radford;Consumer;;Juárez;Chihuahua;Mexico;Central America;LATAM;TEC-AC-5219;Technology;Accessories;Memorex Mouse, USB;132,44;7;0;7,84;10,573;Medium;September;2015;2021
2396;MX-2015-CS1246093-42259;Cumartesi, Eylül 12, 2015;Pazartesi, Eylül 14, 2015;First Class;CS-1246093;Chuck Sachs;Consumer;;Managua;Managua;Nicaragua;Central America;LATAM;TEC-AC-3384;Technology;Accessories;Belkin Keyboard, Bluetooth;55,92;1;0;3,34;13,953;Critical;September;2015;2021
44263;IR-2015-NC841560-42263;Çarşamba, Eylül 16, 2015;Cuma, Eylül 18, 2015;Second Class;NC-841560;Nathan Cano;Consumer;;Tehran;Tehran;Iran;Southern Asia;Asia Pacific;TEC-AC-5129;Technology;Accessories;Logitech Mouse, USB;117,96;4;0;15,24;20,21;High;September;2015;2021
15947;ES-2015-AR1057044-42265;Cuma, Eylül 18, 2015;Pazartesi, Eylül 21, 2015;First Class;AR-1057044;Anemone Ratner;Consumer;;Helsinki;Uusimaa;Finland;Northern Europe;Europe;TEC-AC-3396;Technology;Accessories;Belkin Numeric Keypad, Bluetooth;173,25;3;0;74,43;21,39;Medium;September;2015;2021
28025;IN-2015-WB2185058-42273;Cumartesi, Eylül 26, 2015;Salı, Eylül 29, 2015;First Class;WB-2185058;William Brown;Consumer;;Bhilai;Chhattisgarh;India;Southern Asia;Asia Pacific;TEC-AC-4174;Technology;Accessories;Enermax Mouse, USB;162;4;0;38,88;21,99;Medium;September;2015;2021
18497;ES-2015-DC1328545-42250;Perşembe, Eylül 03, 2015;Pazar, Eylül 06, 2015;First Class;DC-1328545;Debra Catini;Consumer;;Cannes;Provence-Alpes-Côte d'Azur;France;Western Europe;Europe;TEC-AC-5218;Technology;Accessories;Memorex Mouse, Programmable;118,68;4;0;8,28;24,36;Medium;September;2015;2021
44671;RS-2015-KH6360108-42269;Salı, Eylül 22, 2015;Cuma, Eylül 25, 2015;Second Class;KH-6360108;Katherine Hughes;Consumer;;Yaroslavl';Yaroslavl';Russia;Eastern Europe;Europe;TEC-AC-4186;Technology;Accessories;Enermax Router, Erganomic;256,14;1;0;102,45;31,05;High;September;2015;2021
13273;ES-2015-JB16000139-42273;Cumartesi, Eylül 26, 2015;Salı, Eylül 29, 2015;First Class;JB-16000139;Joy Bell-;Consumer;;Portsmouth;England;United Kingdom;Northern Europe;Europe;TEC-AC-5897;Technology;Accessories;SanDisk Router, USB;769,68;3;0;323,19;107,85;Medium;September;2015;2021
46149;EG-2015-CR273038-42266;Cumartesi, Eylül 19, 2015;Pazar, Eylül 20, 2015;First Class;CR-273038;Craig Reiter;Consumer;;Cairo;Al Qahirah;Egypt;North Africa;Africa;TEC-AC-5205;Technology;Accessories;Memorex Memory Card, Programmable;415,08;4;0;58,08;122,41;High;September;2015;2021
12030;ES-2015-HA1490564-42264;Perşembe, Eylül 17, 2015;Cumartesi, Eylül 19, 2015;First Class;HA-1490564;Helen Abelman;Consumer;;Altamura;Apulia;Italy;Southern Europe;Europe;TEC-AC-4166;Technology;Accessories;Enermax Memory Card, USB;802,2;7;0;120,33;136,93;Critical;September;2015;2021
7182;MX-2015-BT1148551-42272;Cuma, Eylül 25, 2015;Salı, Eylül 29, 2015;Second Class;BT-1148551;Brad Thomas;Home Office;;Chinautla;Guatemala;Guatemala;Central America;LATAM;TEC-AC-5218;Technology;Accessories;Memorex Mouse, Programmable;19,78;1;0;0,38;1,797;Medium;September;2015;2021
922;MX-2015-EL1373582-42264;Perşembe, Eylül 17, 2015;Cumartesi, Eylül 19, 2015;First Class;EL-1373582;Ed Ludwig;Home Office;;Santa Catarina;Nuevo León;Mexico;Central America;LATAM;TEC-AC-5100;Technology;Accessories;Logitech Flash Drive, Erganomic;169,92;9;0;69,66;5,33;High;September;2015;2021
1759;MX-2015-NP1868593-42257;Perşembe, Eylül 10, 2015;Pazartesi, Eylül 14, 2015;Second Class;NP-1868593;Nora Pelletier;Home Office;;Tipitapa;Managua;Nicaragua;Central America;LATAM;TEC-AC-5867;Technology;Accessories;SanDisk Keyboard, USB;217,84;4;0;54,4;28,25;High;September;2015;2021
47855;EG-2015-DK283538-42262;Salı, Eylül 15, 2015;Perşembe, Eylül 17, 2015;First Class;DK-283538;Damala Kotsonis;Corporate;;Cairo;Al Qahirah;Egypt;North Africa;Africa;TEC-AC-5200;Technology;Accessories;Memorex Keyboard, Erganomic;138,3;2;0;2,76;30,46;Critical;September;2015;2021
13839;ES-2015-DK13225120-42259;Cumartesi, Eylül 12, 2015;Çarşamba, Eylül 16, 2015;Second Class;DK-13225120;Dean Katz;Corporate;;Vitoria;Basque Country;Spain;Southern Europe;Europe;TEC-AC-3378;Technology;Accessories;Belkin Flash Drive, Bluetooth;293,58;7;0;108,57;25,88;Medium;September;2015;2021
25798;IN-2015-VG2180558-42273;Cumartesi, Eylül 26, 2015;Pazartesi, Eylül 28, 2015;Second Class;VG-2180558;Vivek Grady;Corporate;;Thiruvananthapuram;Kerala;India;Southern Asia;Asia Pacific;TEC-AC-3402;Technology;Accessories;Belkin Router, Bluetooth;258,75;1;0;75,03;27,23;Medium;September;2015;2021
